homeTeam,homeFirstQuater,homeSecondQuater,homeThirdQuater,homeFourthQuater,homeOTQuater,homeTotalScore,awayTeam,awayFirstQuater,awaySecondQuater,awayThirdQuater,awayFourthQuater,awayOTQuater,awayTotalScore,date,preseason,postseason
Saints,10,0,0,0,0,10,Redskins,0,13,17,10,0,40,16:2001:False:False,False,False
Colts,9,10,3,7,0,29,Broncos,0,7,3,0,0,10,17:2001:False:False,False,False
Redskins,0,6,6,8,0,20,Cardinals,7,10,0,0,0,17,17:2001:False:False,False,False
Steelers,0,7,14,7,0,28,Browns,7,0,0,0,0,7,17:2001:False:False,False,False
Saints,0,0,0,0,0,0,49ers,14,7,3,14,0,38,17:2001:False:False,False,False
Panthers,0,3,3,0,0,6,Patriots,10,0,14,14,0,38,17:2001:False:False,False,False
Bears,3,10,10,10,0,33,Jaguars,0,0,6,7,0,13,17:2001:False:False,False,False
Titans,7,7,7,0,0,21,Bengals,0,14,6,3,0,23,17:2001:False:False,False,False
Lions,0,6,3,6,0,15,Cowboys,0,7,0,3,0,10,17:2001:False:False,False,False
Giants,7,3,0,15,0,25,Packers,14,3,17,0,0,34,17:2001:False:False,False,False
Rams,10,7,14,0,0,31,Falcons,0,6,7,0,0,13,17:2001:False:False,False,False
Seahawks,0,14,7,0,0,21,Chiefs,0,0,10,8,0,18,17:2001:False:False,False,False
Raiders,3,13,3,3,0,22,Jets,7,7,7,3,0,24,17:2001:False:False,False,False
Dolphins,3,10,0,21,0,34,Bills,0,0,7,0,0,7,17:2001:False:False,False,False
Buccaneers,3,10,0,0,0,13,Eagles,0,3,0,14,0,17,17:2001:False:False,False,False
Ravens,0,9,3,7,0,19,Vikings,3,0,0,0,0,3,17:2001:False:False,False,False
Eagles,3,14,7,7,0,31,Buccaneers,3,6,0,0,0,9,18:2001:False:True,False,True
Raiders,6,10,0,22,0,38,Jets,0,3,7,14,0,24,18:2001:False:True,False,True
Packers,6,0,9,10,0,25,49ers,0,7,0,8,0,15,18:2001:False:True,False,True
Dolphins,3,0,0,0,0,3,Ravens,0,7,7,6,0,20,18:2001:False:True,False,True
Bears,0,7,7,5,0,19,Eagles,6,7,7,13,0,33,19:2001:False:True,False,True
Patriots,0,0,3,10,3,16,Raiders,0,7,6,0,0,13,19:2001:False:True,False,True
Steelers,10,10,0,7,0,27,Ravens,0,3,7,0,0,10,19:2001:False:True,False,True
Rams,7,17,14,7,0,45,Packers,7,3,0,7,0,17,19:2001:False:True,False,True
Steelers,0,3,14,0,0,17,Patriots,7,7,7,3,0,24,20:2001:False:True,False,True
Rams,10,3,9,7,0,29,Eagles,3,14,0,7,0,24,20:2001:False:True,False,True
Patriots,0,14,3,3,0,20,Rams,3,0,0,14,0,17,21:2001:False:True,False,True
Steelers,0,3,3,0,0,6,Jets,7,3,3,3,0,16,1:2002:True:False,True,False
Bills,7,10,0,0,0,17,Bengals,7,7,7,3,0,24,1:2002:True:False,True,False
Falcons,3,3,7,10,0,23,Jaguars,0,6,0,7,0,13,1:2002:True:False,True,False
Ravens,0,3,3,6,0,12,Lions,0,6,0,0,0,6,1:2002:True:False,True,False
Cowboys,3,14,0,3,0,20,Raiders,3,3,0,0,0,6,1:2002:True:False,True,False
Seahawks,10,0,0,0,0,10,Colts,0,7,14,7,0,28,1:2002:True:False,True,False
49ers,7,0,7,0,0,14,Chiefs,7,0,7,0,3,17,1:2002:True:False,True,False
Eagles,0,10,3,7,0,20,Packers,0,10,0,3,0,13,1:2002:True:False,True,False
Giants,7,7,0,8,0,22,Patriots,3,10,0,6,0,19,1:2002:True:False,True,False
Titans,0,7,7,14,0,28,Rams,10,3,7,6,0,26,1:2002:True:False,True,False
Panthers,0,10,6,14,0,30,Redskins,3,17,3,14,0,37,1:2002:True:False,True,False
Saints,0,7,3,0,0,10,Texans,0,3,7,3,0,13,1:2002:True:False,True,False
Bears,3,0,0,0,0,3,Broncos,0,13,7,7,0,27,1:2002:True:False,True,False
Vikings,7,0,0,8,0,15,Browns,7,6,14,0,0,27,1:2002:True:False,True,False
Chargers,0,10,7,0,0,17,Cardinals,7,7,7,3,0,24,1:2002:True:False,True,False
Buccaneers,7,7,0,0,0,14,Dolphins,0,7,0,3,0,10,1:2002:True:False,True,False
Dolphins,0,7,0,0,0,7,Saints,3,14,0,7,0,24,2:2002:True:False,True,False
Titans,21,0,3,0,0,24,Raiders,0,7,0,7,0,14,2:2002:True:False,True,False
Ravens,3,0,7,6,0,16,Jets,10,3,21,0,0,34,2:2002:True:False,True,False
Rams,7,3,0,7,0,17,Bears,10,0,0,9,0,19,2:2002:True:False,True,False
Jaguars,0,0,0,0,0,0,Buccaneers,0,13,0,7,0,20,2:2002:True:False,True,False
Bills,6,7,6,2,0,21,Vikings,7,10,0,7,0,24,2:2002:True:False,True,False
Chargers,7,3,7,7,0,24,Seahawks,0,7,0,7,0,14,2:2002:True:False,True,False
Falcons,10,13,3,10,0,36,Giants,7,7,3,7,0,24,2:2002:True:False,True,False
Colts,7,3,0,0,0,10,Bengals,0,3,13,6,0,22,2:2002:True:False,True,False
Patriots,3,0,7,6,0,16,Eagles,0,6,3,6,0,15,2:2002:True:False,True,False
Browns,3,7,7,7,0,24,Lions,0,13,3,7,0,23,2:2002:True:False,True,False
Panthers,10,3,3,0,0,16,Cowboys,0,6,7,6,0,19,2:2002:True:False,True,False
Chiefs,7,6,6,0,0,19,Texans,3,3,0,3,0,9,2:2002:True:False,True,False
Cardinals,7,0,0,14,0,21,Packers,10,3,16,0,0,29,2:2002:True:False,True,False
Redskins,0,0,14,21,0,35,Steelers,0,17,17,0,0,34,2:2002:True:False,True,False
Broncos,7,0,0,0,0,7,49ers,3,3,3,3,0,12,2:2002:True:False,True,False
Rams,0,0,0,10,0,10,Chargers,0,3,21,7,0,31,3:2002:True:False,True,False
Bears,3,10,0,3,0,16,Jaguars,0,0,10,14,0,24,3:2002:True:False,True,False
Vikings,0,14,0,0,0,14,Titans,0,3,0,7,0,10,3:2002:True:False,True,False
Patriots,3,3,14,3,0,23,Panthers,3,0,0,0,0,3,3:2002:True:False,True,False
Eagles,3,3,0,6,0,12,Ravens,0,3,7,3,0,13,3:2002:True:False,True,False
Lions,10,6,6,0,0,22,Steelers,7,14,6,7,0,34,3:2002:True:False,True,False
Colts,10,3,3,3,0,19,Bills,7,0,0,0,0,7,3:2002:True:False,True,False
Seahawks,0,10,0,7,0,17,Chiefs,0,0,7,7,0,14,3:2002:True:False,True,False
Bengals,3,6,7,7,0,23,Saints,7,14,10,0,0,31,3:2002:True:False,True,False
Buccaneers,0,7,3,0,0,10,Redskins,7,9,10,14,0,40,3:2002:True:False,True,False
Cowboys,0,6,7,6,0,19,Falcons,0,7,0,14,0,21,3:2002:True:False,True,False
Cardinals,3,7,0,3,0,13,Broncos,0,13,0,6,0,19,3:2002:True:False,True,False
Texans,0,0,0,3,0,3,Dolphins,7,10,7,0,0,24,3:2002:True:False,True,False
Jets,7,0,14,7,0,28,Giants,0,0,0,7,0,7,3:2002:True:False,True,False
Raiders,7,3,0,7,0,17,49ers,0,7,0,3,0,10,3:2002:True:False,True,False
Packers,0,10,10,7,0,27,Browns,14,0,3,3,0,20,3:2002:True:False,True,False
49ers,14,10,0,3,0,27,Chargers,0,3,0,0,0,3,4:2002:True:False,True,False
Dolphins,10,7,7,0,0,24,Bears,7,0,7,8,0,22,4:2002:True:False,True,False
Bengals,7,0,0,7,0,14,Falcons,0,21,3,3,0,27,4:2002:True:False,True,False
Steelers,7,7,3,0,0,17,Vikings,0,7,0,7,0,14,4:2002:True:False,True,False
Giants,0,3,3,7,0,13,Ravens,0,0,0,0,0,0,4:2002:True:False,True,False
Jaguars,2,0,14,9,0,25,Cowboys,0,21,0,7,0,28,4:2002:True:False,True,False
Redskins,0,0,7,7,0,14,Patriots,0,21,0,7,0,28,4:2002:True:False,True,False
Lions,7,3,7,3,0,20,Bills,7,3,0,3,0,13,4:2002:True:False,True,False
Broncos,21,3,0,7,0,31,Seahawks,0,0,0,0,0,0,4:2002:True:False,True,False
Raiders,0,10,14,7,0,31,Cardinals,0,3,0,0,0,3,4:2002:True:False,True,False
Saints,0,10,12,3,0,25,Colts,7,14,0,0,0,21,4:2002:True:False,True,False
Jets,3,17,0,3,0,23,Eagles,0,6,10,0,0,16,4:2002:True:False,True,False
Texans,0,10,3,0,0,13,Buccaneers,14,0,3,0,0,17,4:2002:True:False,True,False
Packers,0,3,3,15,0,21,Titans,0,0,7,13,0,20,4:2002:True:False,True,False
Browns,13,3,3,0,0,19,Panthers,0,3,3,14,0,20,4:2002:True:False,True,False
Chiefs,0,3,10,10,0,23,Rams,6,10,0,0,0,16,4:2002:True:False,True,False
Giants,3,3,0,7,0,13,49ers,3,0,7,6,0,16,1:2002:False:False,False,False
Redskins,3,7,14,7,0,31,Cardinals,10,3,3,7,0,23,1:2002:False:False,False,False
Bears,7,3,3,14,0,27,Vikings,3,17,0,3,0,23,1:2002:False:False,False,False
Browns,6,14,7,12,0,39,Chiefs,7,7,3,23,0,40,1:2002:False:False,False,False
Jaguars,0,7,10,8,0,25,Colts,7,7,7,7,0,28,1:2002:False:False,False,False
Dolphins,7,21,14,7,0,49,Lions,0,7,7,7,0,21,1:2002:False:False,False,False
Bills,3,14,7,7,0,31,Jets,0,17,3,11,6,37,1:2002:False:False,False,False
Packers,3,10,14,7,3,37,Falcons,0,21,3,10,0,34,1:2002:False:False,False,False
Titans,7,3,3,14,0,27,Eagles,14,10,0,0,0,24,1:2002:False:False,False,False
Panthers,7,3,0,0,0,10,Ravens,7,0,0,0,0,7,1:2002:False:False,False,False
Bengals,0,0,3,3,0,6,Chargers,10,10,7,7,0,34,1:2002:False:False,False,False
Broncos,7,9,0,7,0,23,Rams,0,6,7,3,0,16,1:2002:False:False,False,False
Buccaneers,0,3,7,10,0,20,Saints,6,7,7,0,6,26,1:2002:False:False,False,False
Raiders,7,21,3,0,0,31,Seahawks,7,0,0,10,0,17,1:2002:False:False,False,False
Texans,7,3,0,9,0,19,Cowboys,0,3,7,0,0,10,1:2002:False:False,False,False
Patriots,7,3,17,3,0,30,Steelers,7,0,0,7,0,14,1:2002:False:False,False,False
Ravens,0,0,0,0,0,0,Buccaneers,10,3,5,7,0,25,2:2002:False:False,False,False
Browns,3,14,0,3,0,20,Bengals,0,0,0,7,0,7,2:2002:False:False,False,False
Cowboys,0,7,7,7,0,21,Titans,7,3,0,3,0,13,2:2002:False:False,False,False
Jets,0,0,7,0,0,7,Patriots,0,10,17,17,0,44,2:2002:False:False,False,False
Falcons,0,10,3,0,0,13,Bears,0,7,7,0,0,14,2:2002:False:False,False,False
Saints,7,14,7,7,0,35,Packers,0,10,7,3,0,20,2:2002:False:False,False,False
Chiefs,3,3,0,10,0,16,Jaguars,0,9,0,14,0,23,2:2002:False:False,False,False
Colts,0,3,0,10,0,13,Dolphins,14,7,0,0,0,21,2:2002:False:False,False,False
Panthers,0,10,14,7,0,31,Lions,0,0,7,0,0,7,2:2002:False:False,False,False
Seahawks,3,7,0,3,0,13,Cardinals,3,0,7,14,0,24,2:2002:False:False,False,False
Rams,0,7,7,7,0,21,Giants,3,14,3,6,0,26,2:2002:False:False,False,False
Vikings,3,10,13,13,0,39,Bills,6,7,10,16,6,45,2:2002:False:False,False,False
Chargers,14,3,0,7,0,24,Texans,0,3,0,0,0,3,2:2002:False:False,False,False
49ers,0,7,0,7,0,14,Broncos,0,3,7,14,0,24,2:2002:False:False,False,False
Steelers,7,3,7,0,0,17,Raiders,10,7,3,10,0,30,2:2002:False:False,False,False
Redskins,0,7,0,0,0,7,Eagles,14,9,7,7,0,37,2:2002:False:False,False,False
Texans,0,0,3,0,0,3,Colts,7,6,0,10,0,23,3:2002:False:False,False,False
Titans,7,14,0,7,0,28,Browns,7,0,7,14,3,31,3:2002:False:False,False,False
Patriots,0,9,8,21,3,41,Chiefs,3,7,7,21,0,38,3:2002:False:False,False,False
Dolphins,10,3,0,17,0,30,Jets,0,3,0,0,0,3,3:2002:False:False,False,False
Bears,10,10,0,3,0,23,Saints,0,14,7,8,0,29,3:2002:False:False,False,False
Vikings,0,7,0,7,0,14,Panthers,0,0,7,14,0,21,3:2002:False:False,False,False
Eagles,3,17,14,10,0,44,Cowboys,10,0,3,0,0,13,3:2002:False:False,False,False
Cardinals,7,0,0,8,0,15,Chargers,0,14,0,9,0,23,3:2002:False:False,False,False
Broncos,7,7,7,7,0,28,Bills,0,7,3,13,0,23,3:2002:False:False,False,False
Lions,7,10,0,14,0,31,Packers,7,10,14,6,0,37,3:2002:False:False,False,False
Giants,0,0,3,6,0,9,Seahawks,3,3,0,0,0,6,3:2002:False:False,False,False
49ers,7,10,3,0,0,20,Redskins,0,10,0,0,0,10,3:2002:False:False,False,False
Falcons,13,7,7,3,0,30,Bengals,0,3,0,0,0,3,3:2002:False:False,False,False
Buccaneers,3,10,0,13,0,26,Rams,7,0,0,7,0,14,3:2002:False:False,False,False
Jaguars,7,7,14,0,0,28,Jets,0,3,0,0,0,3,4:2002:False:False,False,False
Bills,7,10,3,7,6,33,Bears,7,7,3,10,0,27,4:2002:False:False,False,False
Steelers,0,6,0,7,3,16,Browns,3,3,0,7,0,13,4:2002:False:False,False,False
Packers,3,7,0,7,0,17,Panthers,7,0,0,7,0,14,4:2002:False:False,False,False
Rams,0,7,3,0,0,10,Cowboys,7,0,0,6,0,13,4:2002:False:False,False,False
Lions,13,7,3,3,0,26,Saints,0,7,8,6,0,21,4:2002:False:False,False,False
Chiefs,10,14,7,17,0,48,Dolphins,7,9,7,7,0,30,4:2002:False:False,False,False
Eagles,3,17,8,7,0,35,Texans,7,0,10,0,0,17,4:2002:False:False,False,False
Cardinals,0,7,0,14,0,21,Giants,7,0,0,0,0,7,4:2002:False:False,False,False
Bengals,7,0,0,0,0,7,Buccaneers,0,21,7,7,0,35,4:2002:False:False,False,False
Raiders,21,10,7,14,0,52,Titans,7,0,12,6,0,25,4:2002:False:False,False,False
Chargers,7,7,7,0,0,21,Patriots,7,7,0,0,0,14,4:2002:False:False,False,False
Seahawks,14,31,0,3,0,48,Vikings,7,3,7,6,0,23,4:2002:False:False,False,False
Ravens,0,31,3,0,0,34,Broncos,3,0,13,7,0,23,4:2002:False:False,False,False
Titans,0,14,0,0,0,14,Redskins,3,7,14,7,0,31,5:2002:False:False,False,False
Colts,7,14,0,7,0,28,Bengals,0,7,7,7,0,21,5:2002:False:False,False,False
Dolphins,6,10,7,3,0,26,Patriots,0,0,6,7,0,13,5:2002:False:False,False,False
Panthers,0,7,6,0,0,13,Cardinals,0,6,0,10,0,16,5:2002:False:False,False,False
Cowboys,0,10,0,7,0,17,Giants,0,14,0,7,0,21,5:2002:False:False,False,False
Falcons,3,0,3,0,0,6,Buccaneers,0,3,7,10,0,20,5:2002:False:False,False,False
Saints,10,9,10,3,0,32,Steelers,0,14,7,8,0,29,5:2002:False:False,False,False
Bills,0,21,10,0,0,31,Raiders,7,14,7,21,0,49,5:2002:False:False,False,False
Jets,7,8,0,10,0,25,Chiefs,3,9,3,14,0,29,5:2002:False:False,False,False
Broncos,7,12,0,7,0,26,Chargers,0,0,3,6,0,9,5:2002:False:False,False,False
49ers,10,17,0,10,0,37,Rams,3,0,3,7,0,13,5:2002:False:False,False,False
Jaguars,3,11,0,14,0,28,Eagles,0,7,3,15,0,25,5:2002:False:False,False,False
Browns,0,0,0,21,0,21,Ravens,0,13,10,3,0,26,5:2002:False:False,False,False
Bears,7,7,0,7,0,21,Packers,14,10,7,3,0,34,5:2002:False:False,False,False
Redskins,0,21,0,6,0,27,Saints,13,16,7,7,0,43,6:2002:False:False,False,False
Colts,7,6,0,9,0,22,Ravens,6,0,7,7,0,20,6:2002:False:False,False,False
Bengals,0,0,7,0,0,7,Steelers,7,17,7,3,0,34,6:2002:False:False,False,False
Texans,3,14,0,7,0,24,Bills,3,7,7,14,0,31,6:2002:False:False,False,False
Buccaneers,7,3,0,7,0,17,Browns,0,0,0,3,0,3,6:2002:False:False,False,False
Giants,0,3,7,0,0,10,Falcons,0,10,0,7,0,17,6:2002:False:False,False,False
Cowboys,0,0,0,14,0,14,Panthers,7,0,3,3,0,13,6:2002:False:False,False,False
Patriots,0,3,0,7,0,10,Packers,0,14,7,7,0,28,6:2002:False:False,False,False
Vikings,3,7,7,14,0,31,Lions,14,7,3,0,0,24,6:2002:False:False,False,False
Titans,7,9,0,7,0,23,Jaguars,0,7,7,0,0,14,6:2002:False:False,False,False
Rams,7,7,0,14,0,28,Raiders,0,3,3,7,0,13,6:2002:False:False,False,False
Chargers,7,0,7,21,0,35,Chiefs,10,7,7,10,0,34,6:2002:False:False,False,False
Broncos,6,3,3,10,0,22,Dolphins,0,7,0,17,0,24,6:2002:False:False,False,False
Seahawks,7,7,7,0,0,21,49ers,10,3,7,8,0,28,6:2002:False:False,False,False
Saints,7,3,3,22,0,35,49ers,7,10,7,3,0,27,7:2002:False:False,False,False
Falcons,3,7,14,6,0,30,Panthers,0,0,0,0,0,0,7:2002:False:False,False,False
Lions,0,14,3,3,3,23,Bears,0,10,10,0,0,20,7:2002:False:False,False,False
Dolphins,7,3,0,0,0,10,Bills,3,14,3,3,0,23,7:2002:False:False,False,False
Chiefs,7,6,14,7,0,34,Broncos,3,3,14,14,3,37,7:2002:False:False,False,False
Rams,7,6,10,14,0,37,Seahawks,0,14,0,6,0,20,7:2002:False:False,False,False
Jets,3,7,7,3,0,20,Vikings,0,0,0,7,0,7,7:2002:False:False,False,False
Ravens,0,7,10,0,0,17,Jaguars,0,7,0,3,0,10,7:2002:False:False,False,False
Raiders,0,0,7,14,0,21,Chargers,0,7,7,7,6,27,7:2002:False:False,False,False
Browns,0,7,17,10,0,34,Texans,0,7,10,0,0,17,7:2002:False:False,False,False
Cardinals,3,3,0,0,3,9,Cowboys,0,0,6,0,0,6,7:2002:False:False,False,False
Packers,7,10,0,13,0,30,Redskins,3,3,3,0,0,9,7:2002:False:False,False,False
Eagles,3,7,3,7,0,20,Buccaneers,7,0,3,0,0,10,7:2002:False:False,False,False
Steelers,14,7,7,0,0,28,Colts,0,3,7,0,0,10,7:2002:False:False,False,False
Cowboys,0,0,7,7,0,14,Seahawks,0,7,0,10,0,17,8:2002:False:False,False,False
Ravens,0,3,8,7,0,18,Steelers,14,14,3,0,0,31,8:2002:False:False,False,False
Vikings,0,13,12,0,0,25,Bears,0,0,0,7,0,7,8:2002:False:False,False,False
Chiefs,3,3,7,7,0,20,Raiders,7,0,0,3,0,10,8:2002:False:False,False,False
Bills,7,7,10,0,0,24,Lions,0,14,0,3,0,17,8:2002:False:False,False,False
Jets,14,7,0,0,0,21,Browns,3,3,15,3,0,24,8:2002:False:False,False,False
Saints,10,0,15,10,0,35,Falcons,0,14,10,13,0,37,8:2002:False:False,False,False
Panthers,0,3,6,0,0,9,Buccaneers,3,0,0,9,0,12,8:2002:False:False,False,False
Bengals,7,7,3,7,0,24,Titans,0,6,14,10,0,30,8:2002:False:False,False,False
49ers,17,14,0,7,0,38,Cardinals,0,7,14,7,0,28,8:2002:False:False,False,False
Jaguars,0,9,3,7,0,19,Texans,0,7,3,11,0,21,8:2002:False:False,False,False
Patriots,0,7,3,6,0,16,Broncos,7,14,0,3,0,24,8:2002:False:False,False,False
Redskins,10,13,0,3,0,26,Colts,0,7,0,14,0,21,8:2002:False:False,False,False
Eagles,3,6,0,8,0,17,Giants,0,3,0,0,0,3,8:2002:False:False,False,False
Colts,0,0,0,15,0,15,Titans,10,10,3,0,0,23,9:2002:False:False,False,False
Texans,3,0,0,0,0,3,Bengals,10,14,0,14,0,38,9:2002:False:False,False,False
Lions,0,0,6,3,0,9,Cowboys,0,0,0,7,0,7,9:2002:False:False,False,False
Falcons,3,14,3,0,0,20,Ravens,3,7,7,0,0,17,9:2002:False:False,False,False
Buccaneers,14,10,7,7,0,38,Vikings,0,10,7,7,0,24,9:2002:False:False,False,False
Browns,7,7,0,6,0,20,Steelers,3,14,0,6,0,23,9:2002:False:False,False,False
Bears,0,13,0,0,0,13,Eagles,0,7,6,6,0,19,9:2002:False:False,False,False
Bills,0,7,0,0,0,7,Patriots,7,10,14,7,0,38,9:2002:False:False,False,False
Chargers,0,7,6,0,0,13,Jets,14,17,3,10,0,44,9:2002:False:False,False,False
Seahawks,0,3,0,0,0,3,Redskins,7,7,0,0,0,14,9:2002:False:False,False,False
Cardinals,0,7,0,7,0,14,Rams,7,10,0,10,0,27,9:2002:False:False,False,False
Raiders,7,6,0,7,0,20,49ers,10,0,3,7,3,23,9:2002:False:False,False,False
Giants,7,7,10,0,0,24,Jaguars,0,0,3,14,0,17,9:2002:False:False,False,False
Packers,0,14,10,0,0,24,Dolphins,0,0,0,10,0,10,9:2002:False:False,False,False
Rams,7,0,7,14,0,28,Chargers,7,10,7,0,0,24,10:2002:False:False,False,False
Ravens,7,17,7,7,0,38,Bengals,7,7,3,10,0,27,10:2002:False:False,False,False
Packers,3,27,10,0,0,40,Lions,7,0,0,7,0,14,10:2002:False:False,False,False
Steelers,3,14,14,3,0,34,Falcons,0,7,10,17,0,34,10:2002:False:False,False,False
Titans,7,3,7,0,0,17,Texans,0,3,0,7,0,10,10:2002:False:False,False,False
Vikings,0,3,3,14,0,20,Giants,7,6,6,8,0,27,10:2002:False:False,False,False
Panthers,0,7,10,7,0,24,Saints,6,7,7,14,0,34,10:2002:False:False,False,False
Eagles,3,3,0,7,0,13,Colts,14,0,14,7,0,35,10:2002:False:False,False,False
Cardinals,3,3,0,0,0,6,Seahawks,10,17,0,0,0,27,10:2002:False:False,False,False
Jaguars,0,10,13,3,0,26,Redskins,7,0,0,0,0,7,10:2002:False:False,False,False
Bears,0,6,21,3,0,30,Patriots,0,6,10,17,0,33,10:2002:False:False,False,False
49ers,3,14,0,0,0,17,Chiefs,3,7,0,3,0,13,10:2002:False:False,False,False
Jets,7,3,0,3,0,13,Dolphins,0,3,7,0,0,10,10:2002:False:False,False,False
Broncos,0,7,0,3,0,10,Raiders,10,11,6,7,0,34,10:2002:False:False,False,False
Giants,3,7,6,3,0,19,Redskins,0,10,7,0,0,17,11:2002:False:False,False,False
Chiefs,7,3,0,7,0,17,Bills,0,13,3,0,0,16,11:2002:False:False,False,False
Titans,7,7,14,3,0,31,Steelers,7,0,0,16,0,23,11:2002:False:False,False,False
Colts,0,3,0,17,0,20,Cowboys,0,3,0,0,0,3,11:2002:False:False,False,False
Falcons,0,7,7,10,0,24,Saints,0,0,3,14,0,17,11:2002:False:False,False,False
Texans,0,7,7,7,0,21,Jaguars,7,10,7,0,0,24,11:2002:False:False,False,False
Vikings,14,0,7,10,0,31,Packers,0,7,7,7,0,21,11:2002:False:False,False,False
Eagles,7,21,3,7,0,38,Cardinals,7,7,0,0,0,14,11:2002:False:False,False,False
Bengals,7,7,3,3,0,20,Browns,14,3,7,3,0,27,11:2002:False:False,False,False
Chargers,7,0,0,10,3,20,49ers,0,7,10,0,0,17,11:2002:False:False,False,False
Buccaneers,0,10,7,6,0,23,Panthers,7,3,0,0,0,10,11:2002:False:False,False,False
Lions,0,7,7,0,0,14,Jets,7,6,8,10,0,31,11:2002:False:False,False,False
Seahawks,0,0,6,3,0,9,Broncos,0,3,7,21,0,31,11:2002:False:False,False,False
Dolphins,7,10,3,6,0,26,Ravens,0,7,0,0,0,7,11:2002:False:False,False,False
Raiders,3,14,7,3,0,27,Patriots,3,3,7,7,0,20,11:2002:False:False,False,False
Rams,7,7,0,7,0,21,Bears,0,6,7,3,0,16,11:2002:False:False,False,False
Jets,3,14,7,7,0,31,Bills,3,0,10,0,0,13,12:2002:False:False,False,False
Ravens,10,0,3,0,0,13,Titans,0,6,0,6,0,12,12:2002:False:False,False,False
Steelers,14,3,3,9,0,29,Bengals,0,14,0,7,0,21,12:2002:False:False,False,False
Panthers,0,0,0,0,0,0,Falcons,14,14,13,0,0,41,12:2002:False:False,False,False
Dolphins,10,10,7,3,0,30,Chargers,3,0,0,0,0,3,12:2002:False:False,False,False
Patriots,7,14,0,3,0,24,Vikings,0,7,7,3,0,17,12:2002:False:False,False,False
Cowboys,0,7,7,7,0,21,Jaguars,0,5,0,14,0,19,12:2002:False:False,False,False
Redskins,0,7,13,0,0,20,Rams,7,3,0,7,0,17,12:2002:False:False,False,False
Bears,0,7,0,10,3,20,Lions,0,3,14,0,0,17,12:2002:False:False,False,False
Saints,3,3,6,3,0,15,Browns,7,7,7,3,0,24,12:2002:False:False,False,False
Cardinals,0,14,0,6,0,20,Raiders,14,7,17,3,0,41,12:2002:False:False,False,False
Seahawks,0,21,7,11,0,39,Chiefs,10,7,0,15,0,32,12:2002:False:False,False,False
Buccaneers,0,3,11,7,0,21,Packers,7,0,0,0,0,7,12:2002:False:False,False,False
Texans,0,5,8,3,0,16,Giants,0,7,0,7,0,14,12:2002:False:False,False,False
Broncos,0,6,7,7,0,20,Colts,3,0,14,3,3,23,12:2002:False:False,False,False
49ers,0,7,10,0,0,17,Eagles,0,21,14,3,0,38,12:2002:False:False,False,False
Lions,3,3,3,3,0,12,Patriots,10,7,0,3,0,20,13:2002:False:False,False,False
Cowboys,0,10,7,10,0,27,Redskins,0,14,6,0,0,20,13:2002:False:False,False,False
Bengals,6,10,7,0,0,23,Ravens,0,14,0,13,0,27,13:2002:False:False,False,False
Packers,3,3,10,14,0,30,Bears,7,7,0,6,0,20,13:2002:False:False,False,False
Browns,3,0,3,0,0,6,Panthers,7,0,0,6,0,13,13:2002:False:False,False,False
Bills,3,14,14,7,0,38,Dolphins,14,0,7,0,0,21,13:2002:False:False,False,False
Chiefs,14,21,7,7,0,49,Cardinals,0,0,0,0,0,0,13:2002:False:False,False,False
Jaguars,7,3,0,13,0,23,Steelers,6,10,3,6,0,25,13:2002:False:False,False,False
Vikings,7,7,7,3,0,24,Falcons,0,14,7,3,6,30,13:2002:False:False,False,False
Giants,3,7,10,9,0,29,Titans,0,14,0,15,3,32,13:2002:False:False,False,False
Chargers,0,24,0,3,3,30,Broncos,10,7,7,3,0,27,13:2002:False:False,False,False
Colts,10,3,0,6,0,19,Texans,0,0,0,3,0,3,13:2002:False:False,False,False
49ers,0,17,7,7,0,31,Seahawks,0,3,7,14,0,24,13:2002:False:False,False,False
Eagles,7,3,0,0,0,10,Rams,0,3,0,0,0,3,13:2002:False:False,False,False
Saints,0,6,14,3,0,23,Buccaneers,2,7,3,8,0,20,13:2002:False:False,False,False
Raiders,3,3,14,6,0,26,Jets,0,10,0,10,0,20,13:2002:False:False,False,False
Patriots,17,3,0,7,0,27,Bills,0,0,10,7,0,17,14:2002:False:False,False,False
Buccaneers,0,21,6,7,0,34,Falcons,0,3,0,7,0,10,14:2002:False:False,False,False
Chiefs,14,21,0,14,0,49,Rams,10,0,0,0,0,10,14:2002:False:False,False,False
Cowboys,6,0,7,14,0,27,49ers,0,7,3,21,0,31,14:2002:False:False,False,False
Redskins,0,3,11,7,0,21,Giants,3,14,7,3,0,27,14:2002:False:False,False,False
Titans,7,14,0,6,0,27,Colts,0,10,0,7,0,17,14:2002:False:False,False,False
Steelers,0,3,3,0,0,6,Texans,14,0,0,10,0,24,14:2002:False:False,False,False
Jaguars,7,0,7,6,0,20,Browns,0,0,14,7,0,21,14:2002:False:False,False,False
Panthers,9,7,21,15,0,52,Bengals,7,10,14,0,0,31,14:2002:False:False,False,False
Seahawks,6,0,7,7,0,20,Eagles,7,13,7,0,0,27,14:2002:False:False,False,False
Ravens,7,0,7,11,0,25,Saints,10,10,7,10,0,37,14:2002:False:False,False,False
Cardinals,7,7,3,3,3,23,Lions,14,3,3,0,0,20,14:2002:False:False,False,False
Chargers,0,7,0,0,0,7,Raiders,10,3,7,7,0,27,14:2002:False:False,False,False
Jets,0,6,3,10,0,19,Broncos,3,10,0,0,0,13,14:2002:False:False,False,False
