homeTeam,homeFirstQuater,homeSecondQuater,homeThirdQuater,homeFourthQuater,homeOTQuater,homeTotalScore,awayTeam,awayFirstQuater,awaySecondQuater,awayThirdQuater,awayFourthQuater,awayOTQuater,awayTotalScore,date,preseason,postseason
Browns,7,7,0,14,3,31,Chiefs,0,14,7,7,0,28,13:2006:False:False,False,False
Packers,0,0,10,0,0,10,Jets,10,21,0,7,0,38,13:2006:False:False,False,False
Giants,7,0,3,10,0,20,Cowboys,7,3,3,10,0,23,13:2006:False:False,False,False
Dolphins,7,0,0,3,0,10,Jaguars,3,14,0,7,0,24,13:2006:False:False,False,False
Raiders,0,14,0,0,0,14,Texans,7,0,7,9,0,23,13:2006:False:False,False,False
Steelers,7,3,0,10,0,20,Buccaneers,0,0,0,3,0,3,13:2006:False:False,False,False
Broncos,3,10,0,7,0,20,Seahawks,0,7,0,16,0,23,13:2006:False:False,False,False
Eagles,0,7,7,13,0,27,Panthers,7,7,7,3,0,24,13:2006:False:False,False,False
Steelers,7,3,14,3,0,27,Browns,0,0,0,7,0,7,14:2006:False:False,False,False
Panthers,0,10,0,3,0,13,Giants,3,14,10,0,0,27,14:2006:False:False,False,False
Redskins,3,3,10,3,0,19,Eagles,7,14,0,0,0,21,14:2006:False:False,False,False
Buccaneers,3,3,0,0,0,6,Falcons,0,0,14,3,0,17,14:2006:False:False,False,False
Dolphins,3,3,7,8,0,21,Patriots,0,0,0,0,0,0,14:2006:False:False,False,False
Chiefs,0,0,3,7,0,10,Ravens,3,3,7,7,0,20,14:2006:False:False,False,False
Jaguars,7,17,13,7,0,44,Colts,3,7,0,7,0,17,14:2006:False:False,False,False
Bengals,14,0,13,0,0,27,Raiders,0,3,0,7,0,10,14:2006:False:False,False,False
Lions,0,10,3,7,0,20,Vikings,14,6,3,7,0,30,14:2006:False:False,False,False
Texans,0,7,7,6,0,20,Titans,3,3,7,7,6,26,14:2006:False:False,False,False
49ers,3,3,7,6,0,19,Packers,7,10,7,6,0,30,14:2006:False:False,False,False
Cardinals,14,3,0,10,0,27,Seahawks,7,7,7,0,0,21,14:2006:False:False,False,False
Jets,7,6,0,0,0,13,Bills,7,14,7,3,0,31,14:2006:False:False,False,False
Chargers,14,14,0,20,0,48,Broncos,0,3,17,0,0,20,14:2006:False:False,False,False
Cowboys,7,0,10,0,0,17,Saints,0,21,21,0,0,42,14:2006:False:False,False,False
Rams,0,13,0,14,0,27,Bears,0,14,14,14,0,42,14:2006:False:False,False,False
Seahawks,7,0,0,7,0,14,49ers,0,3,0,21,0,24,15:2006:False:False,False,False
Falcons,0,21,7,0,0,28,Cowboys,7,14,10,7,0,38,15:2006:False:False,False,False
Bills,0,7,7,7,0,21,Dolphins,0,0,0,0,0,0,15:2006:False:False,False,False
Titans,7,0,17,0,0,24,Jaguars,7,3,0,7,0,17,15:2006:False:False,False,False
Patriots,17,10,7,6,0,40,Texans,0,0,7,0,0,7,15:2006:False:False,False,False
Vikings,7,0,0,6,0,13,Jets,7,16,3,0,0,26,15:2006:False:False,False,False
Packers,3,7,0,7,0,17,Lions,3,0,3,3,0,9,15:2006:False:False,False,False
Bears,7,14,3,7,3,34,Buccaneers,0,3,7,21,0,31,15:2006:False:False,False,False
Saints,0,7,0,3,0,10,Redskins,10,3,0,3,0,16,15:2006:False:False,False,False
Ravens,7,10,7,3,0,27,Browns,3,7,7,0,0,17,15:2006:False:False,False,False
Panthers,0,3,0,0,0,3,Steelers,0,17,10,10,0,37,15:2006:False:False,False,False
Cardinals,0,10,3,7,0,20,Broncos,10,6,7,14,0,37,15:2006:False:False,False,False
Giants,7,3,3,9,0,22,Eagles,7,7,0,22,0,36,15:2006:False:False,False,False
Raiders,0,0,0,0,0,0,Rams,0,6,7,7,0,20,15:2006:False:False,False,False
Chargers,7,7,0,6,0,20,Chiefs,0,3,3,3,0,9,15:2006:False:False,False,False
Colts,3,14,14,3,0,34,Bengals,3,7,3,3,0,16,15:2006:False:False,False,False
Packers,3,3,0,3,0,9,Vikings,0,0,7,0,0,7,16:2006:False:False,False,False
Raiders,3,3,3,0,0,9,Chiefs,10,7,0,3,0,20,16:2006:False:False,False,False
Steelers,0,7,0,0,0,7,Ravens,7,7,7,10,0,31,16:2006:False:False,False,False
Giants,7,0,0,0,0,7,Saints,3,10,7,10,0,30,16:2006:False:False,False,False
Falcons,3,0,0,0,0,3,Panthers,0,10,0,0,0,10,16:2006:False:False,False,False
Texans,14,7,0,6,0,27,Colts,7,7,3,7,0,24,16:2006:False:False,False,False
Browns,0,0,0,7,0,7,Buccaneers,3,3,6,10,0,22,16:2006:False:False,False,False
Rams,0,14,14,3,6,37,Redskins,7,14,7,3,0,31,16:2006:False:False,False,False
Jaguars,0,7,7,7,0,21,Patriots,0,10,7,7,0,24,16:2006:False:False,False,False
Bills,10,9,10,0,0,29,Titans,7,13,0,10,0,30,16:2006:False:False,False,False
Lions,7,0,14,0,0,21,Bears,3,14,0,9,0,26,16:2006:False:False,False,False
49ers,3,3,7,7,0,20,Cardinals,10,10,0,6,0,26,16:2006:False:False,False,False
Seahawks,0,0,7,10,0,17,Chargers,0,7,6,7,0,20,16:2006:False:False,False,False
Broncos,0,14,7,3,0,24,Bengals,7,10,0,6,0,23,16:2006:False:False,False,False
Cowboys,0,7,0,0,0,7,Eagles,7,6,3,7,0,23,16:2006:False:False,False,False
Dolphins,0,0,0,10,0,10,Jets,0,0,3,10,0,13,16:2006:False:False,False,False
Redskins,7,0,7,14,0,28,Giants,3,17,7,7,0,34,17:2006:False:False,False,False
Texans,0,0,14,0,0,14,Browns,0,3,0,3,0,6,17:2006:False:False,False,False
Buccaneers,0,7,0,0,0,7,Seahawks,10,7,3,3,0,23,17:2006:False:False,False,False
Jets,7,3,3,10,0,23,Raiders,0,3,0,0,0,3,17:2006:False:False,False,False
Saints,7,7,7,0,0,21,Panthers,7,7,14,3,0,31,17:2006:False:False,False,False
Vikings,7,0,0,14,0,21,Rams,10,14,10,7,0,41,17:2006:False:False,False,False
Chiefs,7,14,14,0,0,35,Jaguars,0,10,14,6,0,30,17:2006:False:False,False,False
Titans,3,7,13,0,0,23,Patriots,9,10,7,14,0,40,17:2006:False:False,False,False
Bengals,0,3,0,14,0,17,Steelers,0,7,0,10,6,23,17:2006:False:False,False,False
Cowboys,0,14,10,7,0,31,Lions,13,7,10,9,0,39,17:2006:False:False,False,False
Colts,0,17,3,7,0,27,Dolphins,3,3,6,10,0,22,17:2006:False:False,False,False
Chargers,3,14,10,0,0,27,Cardinals,7,0,3,10,0,20,17:2006:False:False,False,False
Broncos,3,10,3,7,0,23,49ers,0,3,14,6,3,26,17:2006:False:False,False,False
Eagles,10,7,0,7,0,24,Falcons,7,3,0,7,0,17,17:2006:False:False,False,False
Ravens,3,3,10,3,0,19,Bills,0,0,7,0,0,7,17:2006:False:False,False,False
Bears,0,0,7,0,0,7,Packers,13,10,0,3,0,26,17:2006:False:False,False,False
Colts,6,3,7,7,0,23,Chiefs,0,0,8,0,0,8,18:2006:False:True,False,True
Seahawks,3,3,7,8,0,21,Cowboys,3,7,7,3,0,20,18:2006:False:True,False,True
Patriots,7,10,6,14,0,37,Jets,3,7,3,3,0,16,18:2006:False:True,False,True
Eagles,0,17,3,3,0,23,Giants,7,3,0,10,0,20,18:2006:False:True,False,True
Ravens,0,3,0,3,0,6,Colts,6,3,3,3,0,15,19:2006:False:True,False,True
Saints,3,10,14,0,0,27,Eagles,0,14,7,3,0,24,19:2006:False:True,False,True
Bears,7,14,0,3,3,27,Seahawks,0,14,10,0,0,24,19:2006:False:True,False,True
Chargers,0,14,0,7,0,21,Patriots,3,7,3,11,0,24,19:2006:False:True,False,True
Bears,3,13,2,21,0,39,Saints,0,7,7,0,0,14,20:2006:False:True,False,True
Colts,3,3,15,17,0,38,Patriots,7,14,7,6,0,34,20:2006:False:True,False,True
Bears,14,0,3,0,0,17,Colts,6,10,6,7,0,29,21:2006:False:True,False,True
Lions,0,10,0,17,0,27,Bengals,6,10,3,7,0,26,1:2007:True:False,True,False
Cowboys,3,3,14,3,0,23,Colts,3,0,0,7,0,10,1:2007:True:False,True,False
Jets,0,14,14,3,0,31,Falcons,7,6,0,3,0,16,1:2007:True:False,True,False
Buccaneers,0,10,0,3,0,13,Patriots,0,7,0,3,0,10,1:2007:True:False,True,False
Vikings,0,3,7,0,0,10,Rams,0,7,0,6,0,13,1:2007:True:False,True,False
Saints,0,3,0,7,0,10,Bills,0,3,7,3,0,13,1:2007:True:False,True,False
Steelers,6,3,0,0,0,9,Packers,0,3,10,0,0,13,1:2007:True:False,True,False
Browns,3,3,3,7,0,16,Chiefs,0,7,0,5,0,12,1:2007:True:False,True,False
Dolphins,0,3,7,8,0,18,Jaguars,0,10,7,0,0,17,1:2007:True:False,True,False
Titans,3,0,0,3,0,6,Redskins,0,0,0,14,0,14,1:2007:True:False,True,False
Giants,7,7,7,0,0,21,Panthers,7,10,7,0,0,24,1:2007:True:False,True,False
Texans,3,9,7,0,0,19,Bears,0,7,0,13,0,20,1:2007:True:False,True,False
Raiders,0,21,0,6,0,27,Cardinals,0,10,13,0,0,23,1:2007:True:False,True,False
Chargers,0,7,6,3,0,16,Seahawks,7,0,0,17,0,24,1:2007:True:False,True,False
Ravens,7,6,3,13,0,29,Eagles,0,3,0,0,0,3,1:2007:True:False,True,False
49ers,10,3,0,0,0,13,Broncos,7,7,3,0,0,17,1:2007:True:False,True,False
Chiefs,0,7,0,3,0,10,Dolphins,0,3,0,8,0,11,2:2007:True:False,True,False
Eagles,10,14,3,0,0,27,Panthers,0,3,0,7,0,10,2:2007:True:False,True,False
Bills,0,3,7,0,0,10,Falcons,0,6,0,7,0,13,2:2007:True:False,True,False
Patriots,14,3,0,7,0,24,Titans,7,0,10,10,0,27,2:2007:True:False,True,False
Jets,3,10,0,7,0,20,Vikings,14,10,10,3,0,37,2:2007:True:False,True,False
Cardinals,0,10,3,7,0,20,Texans,7,6,17,3,0,33,2:2007:True:False,True,False
Browns,0,0,0,20,0,20,Lions,3,13,7,0,0,23,2:2007:True:False,True,False
Jaguars,0,24,0,7,0,31,Buccaneers,7,0,0,12,0,19,2:2007:True:False,True,False
Bengals,3,9,0,7,0,19,Saints,10,7,0,10,0,27,2:2007:True:False,True,False
Cowboys,14,10,0,7,0,31,Broncos,0,6,7,7,0,20,2:2007:True:False,True,False
Rams,0,3,3,7,0,13,Chargers,7,7,0,16,0,30,2:2007:True:False,True,False
Packers,10,28,10,0,0,48,Seahawks,3,10,0,0,0,13,2:2007:True:False,True,False
Redskins,7,0,3,0,0,10,Steelers,0,3,0,9,0,12,2:2007:True:False,True,False
49ers,13,0,7,6,0,26,Raiders,0,14,7,0,0,21,2:2007:True:False,True,False
Ravens,3,3,0,6,0,12,Giants,0,7,0,6,0,13,2:2007:True:False,True,False
Colts,0,17,0,7,0,24,Bears,0,17,10,0,0,27,2:2007:True:False,True,False
Packers,0,10,0,3,0,13,Jaguars,0,0,14,7,0,21,3:2007:True:False,True,False
Chiefs,0,0,0,7,0,7,Saints,0,13,0,17,0,30,3:2007:True:False,True,False
Bills,0,10,0,7,0,17,Titans,0,14,14,0,0,28,3:2007:True:False,True,False
Panthers,0,7,0,0,0,7,Patriots,3,7,14,0,0,24,3:2007:True:False,True,False
Raiders,3,14,3,0,0,20,Rams,0,3,0,7,0,10,3:2007:True:False,True,False
Colts,7,14,6,10,0,37,Lions,0,3,0,7,0,10,3:2007:True:False,True,False
Dolphins,14,0,7,7,0,28,Buccaneers,7,10,0,14,0,31,3:2007:True:False,True,False
Redskins,3,3,7,0,0,13,Ravens,0,7,0,0,0,7,3:2007:True:False,True,False
Bears,10,21,0,0,0,31,49ers,0,13,0,15,0,28,3:2007:True:False,True,False
Giants,0,12,0,0,0,12,Jets,6,0,14,0,0,20,3:2007:True:False,True,False
Texans,7,14,0,7,0,28,Cowboys,0,6,7,3,0,16,3:2007:True:False,True,False
Broncos,3,7,0,6,0,16,Browns,7,3,7,0,0,17,3:2007:True:False,True,False
Seahawks,6,10,7,7,0,30,Vikings,0,10,3,0,0,13,3:2007:True:False,True,False
Cardinals,10,7,7,7,0,31,Chargers,10,7,10,6,0,33,3:2007:True:False,True,False
Steelers,0,13,7,7,0,27,Eagles,3,0,3,7,0,13,3:2007:True:False,True,False
Falcons,7,7,10,0,0,24,Bengals,0,13,0,6,0,19,3:2007:True:False,True,False
Lions,3,10,0,0,0,13,Bills,0,3,7,6,0,16,4:2007:True:False,True,False
Jaguars,0,10,14,7,0,31,Redskins,7,7,0,0,0,14,4:2007:True:False,True,False
Eagles,0,3,0,8,0,11,Jets,0,3,0,10,0,13,4:2007:True:False,True,False
Patriots,3,7,7,10,0,27,Giants,7,0,3,10,0,20,4:2007:True:False,True,False
Panthers,0,3,0,0,0,3,Steelers,0,3,6,10,0,19,4:2007:True:False,True,False
Rams,3,0,7,0,0,10,Chiefs,0,0,0,3,0,3,4:2007:True:False,True,False
Saints,7,0,0,0,0,7,Dolphins,0,0,0,0,0,0,4:2007:True:False,True,False
Buccaneers,7,17,0,7,0,31,Texans,14,3,7,0,0,24,4:2007:True:False,True,False
Bears,0,3,6,0,0,9,Browns,5,14,0,0,0,19,4:2007:True:False,True,False
Vikings,0,17,3,3,0,23,Cowboys,7,7,0,0,0,14,4:2007:True:False,True,False
Titans,0,14,13,3,0,30,Packers,7,0,7,0,0,14,4:2007:True:False,True,False
Broncos,0,7,7,7,0,21,Cardinals,3,0,0,0,0,3,4:2007:True:False,True,False
Seahawks,3,9,0,7,0,19,Raiders,7,0,7,0,0,14,4:2007:True:False,True,False
Chargers,3,10,0,3,0,16,49ers,0,3,0,10,0,13,4:2007:True:False,True,False
Falcons,7,0,0,6,0,13,Ravens,7,0,3,0,0,10,4:2007:True:False,True,False
Bengals,0,0,14,0,0,14,Colts,0,0,0,6,0,6,4:2007:True:False,True,False
Colts,7,3,14,17,0,41,Saints,0,10,0,0,0,10,1:2007:False:False,False,False
Texans,0,10,7,3,0,20,Chiefs,0,0,3,0,0,3,1:2007:False:False,False,False
Vikings,7,0,3,14,0,24,Falcons,0,0,0,3,0,3,1:2007:False:False,False,False
Jets,0,7,7,0,0,14,Patriots,7,7,14,10,0,38,1:2007:False:False,False,False
Rams,7,3,3,0,0,13,Panthers,7,0,7,13,0,27,1:2007:False:False,False,False
Redskins,0,3,7,3,3,16,Dolphins,0,7,3,3,0,13,1:2007:False:False,False,False
Packers,10,0,3,3,0,16,Eagles,0,10,3,0,0,13,1:2007:False:False,False,False
Browns,0,0,7,0,0,7,Steelers,17,0,14,3,0,34,1:2007:False:False,False,False
Bills,7,0,7,0,0,14,Broncos,3,3,6,3,0,15,1:2007:False:False,False,False
Jaguars,7,3,0,0,0,10,Titans,3,3,7,0,0,13,1:2007:False:False,False,False
Seahawks,0,10,0,10,0,20,Buccaneers,6,0,0,0,0,6,1:2007:False:False,False,False
Chargers,0,0,7,7,0,14,Bears,0,3,0,0,0,3,1:2007:False:False,False,False
Raiders,0,0,14,7,0,21,Lions,0,10,7,19,0,36,1:2007:False:False,False,False
Cowboys,3,14,14,14,0,45,Giants,6,10,3,16,0,35,1:2007:False:False,False,False
Bengals,9,3,7,8,0,27,Ravens,0,10,0,10,0,20,1:2007:False:False,False,False
49ers,7,3,3,7,0,20,Cardinals,0,10,0,7,0,17,1:2007:False:False,False,False
Jaguars,0,3,0,10,0,13,Falcons,0,7,0,0,0,7,2:2007:False:False,False,False
Giants,0,10,3,0,0,13,Packers,0,7,7,21,0,35,2:2007:False:False,False,False
Steelers,3,9,7,7,0,26,Bills,0,0,3,0,0,3,2:2007:False:False,False,False
Rams,7,6,0,3,0,16,49ers,0,7,7,3,0,17,2:2007:False:False,False,False
Buccaneers,7,14,7,3,0,31,Saints,0,0,7,7,0,14,2:2007:False:False,False,False
Titans,3,3,7,7,0,20,Colts,6,10,6,0,0,22,2:2007:False:False,False,False
Panthers,14,0,0,7,0,21,Texans,7,10,14,3,0,34,2:2007:False:False,False,False
Browns,6,21,14,10,0,51,Bengals,7,14,17,7,0,45,2:2007:False:False,False,False
Lions,0,10,7,0,3,20,Vikings,0,7,10,0,0,17,2:2007:False:False,False,False
Dolphins,3,3,7,7,0,20,Cowboys,3,7,10,17,0,37,2:2007:False:False,False,False
Cardinals,3,14,0,6,0,23,Seahawks,0,7,10,3,0,20,2:2007:False:False,False,False
Ravens,7,10,0,3,0,20,Jets,0,3,0,10,0,13,2:2007:False:False,False,False
Bears,0,17,3,0,0,20,Chiefs,0,7,3,0,0,10,2:2007:False:False,False,False
Broncos,7,10,0,3,3,23,Raiders,0,3,7,10,0,20,2:2007:False:False,False,False
Patriots,14,10,7,7,0,38,Chargers,0,0,7,7,0,14,2:2007:False:False,False,False
Eagles,0,6,3,3,0,12,Redskins,3,7,3,7,0,20,2:2007:False:False,False,False
Texans,7,3,0,14,0,24,Colts,7,7,13,3,0,30,3:2007:False:False,False,False
Jets,7,14,3,7,0,31,Dolphins,0,13,0,15,0,28,3:2007:False:False,False,False
Eagles,21,21,7,7,0,56,Lions,7,14,0,0,0,21,3:2007:False:False,False,False
Steelers,7,7,3,20,0,37,49ers,6,0,3,7,0,16,3:2007:False:False,False,False
Buccaneers,0,3,7,14,0,24,Rams,0,0,0,3,0,3,3:2007:False:False,False,False
Chiefs,0,3,3,7,0,13,Vikings,7,3,0,0,0,10,3:2007:False:False,False,False
Patriots,3,14,14,7,0,38,Bills,7,0,0,0,0,7,3:2007:False:False,False,False
Packers,3,14,0,14,0,31,Chargers,7,7,7,3,0,24,3:2007:False:False,False,False
Ravens,3,17,3,3,0,26,Cardinals,0,3,3,17,0,23,3:2007:False:False,False,False
Broncos,0,7,0,7,0,14,Jaguars,0,17,3,3,0,23,3:2007:False:False,False,False
Seahawks,7,7,0,10,0,24,Bengals,7,3,2,9,0,21,3:2007:False:False,False,False
Raiders,3,13,7,3,0,26,Browns,0,10,7,7,0,24,3:2007:False:False,False,False
Redskins,7,10,0,0,0,17,Giants,3,0,7,14,0,24,3:2007:False:False,False,False
Falcons,0,10,7,3,0,20,Panthers,0,10,14,3,0,27,3:2007:False:False,False,False
Bears,3,0,7,0,0,10,Cowboys,0,3,14,17,0,34,3:2007:False:False,False,False
Saints,0,7,7,0,0,14,Titans,3,7,7,14,0,31,3:2007:False:False,False,False
Bills,0,0,7,10,0,17,Jets,0,0,7,7,0,14,4:2007:False:False,False,False
Browns,14,10,3,0,0,27,Ravens,0,6,0,7,0,13,4:2007:False:False,False,False
Cowboys,0,14,21,0,0,35,Rams,0,7,0,0,0,7,4:2007:False:False,False,False
Lions,3,0,0,34,0,37,Bears,0,7,6,14,0,27,4:2007:False:False,False,False
Dolphins,0,7,10,0,0,17,Raiders,14,0,7,14,0,35,4:2007:False:False,False,False
Falcons,10,10,3,3,0,26,Texans,7,3,3,3,0,16,4:2007:False:False,False,False
Vikings,0,6,3,7,0,16,Packers,7,3,3,10,0,23,4:2007:False:False,False,False
49ers,0,0,3,0,0,3,Seahawks,0,13,7,3,0,23,4:2007:False:False,False,False
Panthers,0,0,0,7,0,7,Buccaneers,14,3,0,3,0,20,4:2007:False:False,False,False
Cardinals,0,0,7,14,0,21,Steelers,7,0,0,7,0,14,4:2007:False:False,False,False
Colts,0,14,14,10,0,38,Broncos,10,3,7,0,0,20,4:2007:False:False,False,False
Chargers,10,6,0,0,0,16,Chiefs,0,6,10,14,0,30,4:2007:False:False,False,False
Giants,0,7,9,0,0,16,Eagles,0,0,0,3,0,3,4:2007:False:False,False,False
Bengals,0,7,3,3,0,13,Patriots,10,7,7,10,0,34,4:2007:False:False,False,False
Chiefs,0,0,0,7,0,7,Jaguars,3,7,0,7,0,17,5:2007:False:False,False,False
Patriots,10,10,0,14,0,34,Browns,0,0,3,14,0,17,5:2007:False:False,False,False
Saints,3,3,7,0,0,13,Panthers,3,3,0,10,0,16,5:2007:False:False,False,False
Giants,0,7,14,14,0,35,Jets,7,10,7,0,0,24,5:2007:False:False,False,False
Steelers,0,7,7,7,0,21,Seahawks,0,0,0,0,0,0,5:2007:False:False,False,False
Titans,7,3,10,0,0,20,Falcons,7,3,3,0,0,13,5:2007:False:False,False,False
Redskins,0,14,2,18,0,34,Lions,0,0,3,0,0,3,5:2007:False:False,False,False
Texans,7,3,6,6,0,22,Dolphins,10,6,0,3,0,19,5:2007:False:False,False,False
Rams,3,10,7,11,0,31,Cardinals,3,14,3,14,0,34,5:2007:False:False,False,False
Colts,7,9,7,10,0,33,Buccaneers,0,7,0,7,0,14,5:2007:False:False,False,False
Broncos,0,3,0,0,0,3,Chargers,14,6,14,7,0,41,5:2007:False:False,False,False
49ers,0,0,7,0,0,7,Ravens,0,6,3,0,0,9,5:2007:False:False,False,False
Packers,7,10,3,0,0,20,Bears,0,7,10,10,0,27,5:2007:False:False,False,False
Bills,7,10,7,0,0,24,Cowboys,0,10,3,12,0,25,5:2007:False:False,False,False
Bears,7,7,0,17,0,31,Vikings,7,7,7,13,0,34,6:2007:False:False,False,False
Browns,14,13,0,14,0,41,Dolphins,3,7,14,7,0,31,6:2007:False:False,False,False
Packers,7,0,10,0,0,17,Redskins,7,7,0,0,0,14,6:2007:False:False,False,False
Jaguars,0,10,6,21,0,37,Texans,3,3,3,8,0,17,6:2007:False:False,False,False
Chiefs,10,10,0,7,0,27,Bengals,7,0,0,13,0,20,6:2007:False:False,False,False
Buccaneers,0,3,7,3,0,13,Titans,0,0,3,7,0,10,6:2007:False:False,False,False
Ravens,3,10,3,6,0,22,Rams,0,0,3,0,0,3,6:2007:False:False,False,False
Jets,3,3,0,3,0,9,Eagles,7,3,6,0,0,16,6:2007:False:False,False,False
Cardinals,0,7,3,0,0,10,Panthers,3,3,3,16,0,25,6:2007:False:False,False,False
Cowboys,0,17,7,3,0,27,Patriots,14,7,10,17,0,48,6:2007:False:False,False,False
Chargers,14,0,7,7,0,28,Raiders,0,7,0,7,0,14,6:2007:False:False,False,False
Seahawks,0,10,0,7,0,17,Saints,7,21,0,0,0,28,6:2007:False:False,False,False
Falcons,10,0,0,0,0,10,Giants,14,7,0,10,0,31,6:2007:False:False,False,False
Lions,10,3,3,7,0,23,Buccaneers,0,7,0,9,0,16,7:2007:False:False,False,False
Texans,7,0,0,29,0,36,Titans,6,16,10,6,0,38,7:2007:False:False,False,False
Dolphins,0,7,0,21,0,28,Patriots,14,28,0,7,0,49,7:2007:False:False,False,False
Giants,6,13,7,7,0,33,49ers,0,7,2,6,0,15,7:2007:False:False,False,False
Bills,3,6,10,0,0,19,Ravens,0,0,7,7,0,14,7:2007:False:False,False,False
Saints,7,0,7,8,0,22,Falcons,3,10,0,3,0,16,7:2007:False:False,False,False
Redskins,7,7,7,0,0,21,Cardinals,0,6,0,13,0,19,7:2007:False:False,False,False
Bengals,3,7,7,21,0,38,Jets,7,13,3,8,0,31,7:2007:False:False,False,False
Raiders,0,0,7,3,0,10,Chiefs,3,3,0,6,0,12,7:2007:False:False,False,False
Eagles,3,6,0,7,0,16,Bears,0,3,3,13,0,19,7:2007:False:False,False,False
Seahawks,7,3,13,10,0,33,Rams,3,0,3,0,0,6,7:2007:False:False,False,False
Cowboys,7,0,14,3,0,24,Vikings,7,7,0,0,0,14,7:2007:False:False,False,False
Broncos,7,14,7,3,0,31,Steelers,7,0,7,14,0,28,7:2007:False:False,False,False
Jaguars,0,0,7,0,0,7,Colts,7,10,2,10,0,29,7:2007:False:False,False,False
Panthers,7,0,0,0,0,7,Colts,3,7,14,7,0,31,8:2007:False:False,False,False
Rams,14,3,3,0,0,20,Browns,3,14,7,3,0,27,8:2007:False:False,False,False
Vikings,7,3,3,3,0,16,Eagles,3,14,3,3,0,23,8:2007:False:False,False,False
Dolphins,0,0,3,7,0,10,Giants,3,10,0,0,0,13,8:2007:False:False,False,False
Bengals,3,3,0,7,0,13,Steelers,7,14,0,3,0,24,8:2007:False:False,False,False
Titans,3,0,7,3,0,13,Raiders,3,6,0,0,0,9,8:2007:False:False,False,False
Bears,0,0,7,0,0,7,Lions,0,13,0,3,0,16,8:2007:False:False,False,False
Jets,0,3,0,0,0,3,Bills,3,0,0,10,0,13,8:2007:False:False,False,False
Buccaneers,3,10,10,0,0,23,Jaguars,7,10,0,7,0,24,8:2007:False:False,False,False
Chargers,14,21,0,0,0,35,Texans,0,3,0,7,0,10,8:2007:False:False,False,False
49ers,0,0,3,7,0,10,Saints,10,14,0,7,0,31,8:2007:False:False,False,False
Patriots,7,17,14,14,0,52,Redskins,0,0,0,7,0,7,8:2007:False:False,False,False
Broncos,7,0,3,3,0,13,Packers,7,6,0,0,6,19,8:2007:False:False,False,False
Bills,7,6,3,17,0,33,Bengals,7,7,7,0,0,21,9:2007:False:False,False,False
Lions,3,13,14,14,0,44,Broncos,0,0,0,7,0,7,9:2007:False:False,False,False
Chiefs,0,7,0,15,0,22,Packers,0,6,7,20,0,33,9:2007:False:False,False,False
Vikings,7,0,14,14,0,35,Chargers,7,7,0,3,0,17,9:2007:False:False,False,False
Saints,17,7,14,3,0,41,Jaguars,17,0,0,7,0,24,9:2007:False:False,False,False
Buccaneers,7,3,7,0,0,17,Cardinals,3,0,0,7,0,10,9:2007:False:False,False,False
Titans,10,3,0,7,0,20,Panthers,0,0,0,7,0,7,9:2007:False:False,False,False
Falcons,7,7,0,6,0,20,49ers,7,0,6,3,0,16,9:2007:False:False,False,False
Jets,10,7,0,3,0,20,Redskins,3,6,3,8,3,23,9:2007:False:False,False,False
Browns,0,9,7,14,3,33,Seahawks,7,14,3,6,0,30,9:2007:False:False,False,False
Colts,3,10,0,7,0,20,Patriots,0,7,3,14,0,24,9:2007:False:False,False,False
Raiders,0,0,3,14,0,17,Texans,7,10,0,7,0,24,9:2007:False:False,False,False
Eagles,7,0,3,7,0,17,Cowboys,14,7,14,3,0,38,9:2007:False:False,False,False
Steelers,14,21,3,0,0,38,Ravens,0,7,0,0,0,7,9:2007:False:False,False,False
Packers,7,6,14,7,0,34,Vikings,0,0,0,0,0,0,10:2007:False:False,False,False
Chiefs,3,5,3,0,0,11,Broncos,3,3,14,7,0,27,10:2007:False:False,False,False
Dolphins,3,0,7,0,0,10,Bills,0,0,2,11,0,13,10:2007:False:False,False,False
Saints,7,0,0,22,0,29,Rams,7,10,10,10,0,37,10:2007:False:False,False,False
Steelers,3,6,7,15,0,31,Browns,7,14,0,7,0,28,10:2007:False:False,False,False
Redskins,0,12,3,10,0,25,Eagles,7,0,6,20,0,33,10:2007:False:False,False,False
Panthers,0,10,0,3,0,13,Falcons,7,0,3,10,0,20,10:2007:False:False,False,False
Titans,0,3,3,7,0,13,Jaguars,7,7,7,7,0,28,10:2007:False:False,False,False
Ravens,0,0,0,7,0,7,Bengals,0,6,3,12,0,21,10:2007:False:False,False,False
Cardinals,3,14,7,7,0,31,Lions,7,0,7,7,0,21,10:2007:False:False,False,False
Giants,7,10,0,3,0,20,Cowboys,7,10,7,7,0,31,10:2007:False:False,False,False
Raiders,3,0,0,3,0,6,Bears,0,3,0,14,0,17,10:2007:False:False,False,False
Chargers,16,7,0,0,0,23,Colts,0,7,0,14,0,21,10:2007:False:False,False,False
Seahawks,10,7,0,7,0,24,49ers,0,0,0,0,0,0,10:2007:False:False,False,False
Eagles,0,3,7,7,0,17,Dolphins,0,7,0,0,0,7,11:2007:False:False,False,False
Lions,0,0,3,7,0,10,Giants,3,7,3,3,0,16,11:2007:False:False,False,False
Vikings,9,10,3,7,0,29,Raiders,3,16,0,3,0,22,11:2007:False:False,False,False
Jaguars,10,7,7,0,0,24,Chargers,0,3,7,7,0,17,11:2007:False:False,False,False
Colts,0,3,7,3,0,13,Chiefs,0,3,7,0,0,10,11:2007:False:False,False,False
Texans,7,10,0,6,0,23,Saints,3,7,0,0,0,10,11:2007:False:False,False,False
